1917,11
1919,11
1921,12
1923,13
1925,14
1927,14
1929,15
1931,16
1933,16
1935,16
1937,17
1939,19
1941,19
1943,19
1945,19
1947,19
1949,20
1951,20
1953,21
1955,21
1957,22
1959,22
1961,22
1963,22
1965,22
1967,22
1969,23
1971,24
1973,24
1975,30
1977,34
1979,36
1981,37
1983,38
1985,39
1987,40
1989,41
1991,41
1993,42
1995,42
1997,42
1999,42
2001,43
2003,43
2005,43
2007,43
2009,37
2011,32
2013,32
2015,32
